161;4
191;4
231;4
554;4
1224;4
381;4
844;4
242;4
397;4
309;4
173;4
1339;4
426;4
881;4
919;4
462;4
61;4
213;4
150;4
1030;4
314;4
396;4
91;4
1465;4
231;4
405;4
224;4
82;4
362;4
9;4
428;4
220;4
226;4
433;4
227;4
80;4
111;4
72;4
85;4
765;4
81;4
79;4
185;4
302;4
300;4
528;4
733;4
104;4
940;4
393;4
729;4
101;4
164;4
305;4
509;4
613;4
349;4
431;4
814;4
123;4
251;4
185;4
344;4
539;4
1022;4
297;4
241;4
53;4
536;4
157;4
32;4
109;4
466;4
514;4
52;4
73;4
161;4
412;4
577;4
50;4
643;4
291;4
298;4
333;4
1458;4
294;4
195;4
303;4
166;4
309;4
819;4
178;4
662;4
589;4
488;4
112;4
27;4
536;4
317;4
364;4
